tile_name,row,col,xmin,xmax,ymin,ymax,n_points,tilt_corrected,distorted,distortion_model,trapezoid_top_width_scale,trapezoid_bottom_width_scale,trapezoid_top_shift_x,trapezoid_bottom_shift_x,trapezoid_top_shift_y,trapezoid_bottom_shift_y,translation_x,translation_y,rotation_deg,shear_x,shear_y,scale_x,scale_y,nonlinear_drift
tile_r4_c1_distorted.ang,4,1,160.0,360.0,640.0,840.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r4_c2_clean.ang,4,2,320.0,520.0,640.0,840.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r4_c3_clean.ang,4,3,480.0,680.0,640.0,840.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r4_c3_distorted.ang,4,3,480.0,680.0,640.0,840.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r4_c4_clean.ang,4,4,640.0,840.0,640.0,840.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r4_c5_clean.ang,4,5,800.0,1000.0,640.0,840.0,8097,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r4_c5_distorted.ang,4,5,800.0,1000.0,640.0,840.0,8097,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r5_c0_clean.ang,5,0,0.0,200.0,800.0,1000.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r5_c0_distorted.ang,5,0,0.0,200.0,800.0,1000.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r5_c1_clean.ang,5,1,160.0,360.0,800.0,1000.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r5_c2_clean.ang,5,2,320.0,520.0,800.0,1000.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r5_c2_distorted.ang,5,2,320.0,520.0,800.0,1000.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r5_c3_clean.ang,5,3,480.0,680.0,800.0,1000.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r5_c4_clean.ang,5,4,640.0,840.0,800.0,1000.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r5_c4_distorted.ang,5,4,640.0,840.0,800.0,1000.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r5_c5_clean.ang,5,5,800.0,1000.0,800.0,1000.0,8098,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r6_c0_clean.ang,6,0,0.0,200.0,960.0,1160.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r6_c1_clean.ang,6,1,160.0,360.0,960.0,1160.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r6_c1_distorted.ang,6,1,160.0,360.0,960.0,1160.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r6_c2_clean.ang,6,2,320.0,520.0,960.0,1160.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r6_c3_clean.ang,6,3,480.0,680.0,960.0,1160.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r6_c3_distorted.ang,6,3,480.0,680.0,960.0,1160.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r6_c4_clean.ang,6,4,640.0,840.0,960.0,1160.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r6_c5_clean.ang,6,5,800.0,1000.0,960.0,1160.0,8098,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r6_c5_distorted.ang,6,5,800.0,1000.0,960.0,1160.0,8098,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r7_c0_clean.ang,7,0,0.0,200.0,1120.0,1320.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r7_c0_distorted.ang,7,0,0.0,200.0,1120.0,1320.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r7_c1_clean.ang,7,1,160.0,360.0,1120.0,1320.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r7_c2_clean.ang,7,2,320.0,520.0,1120.0,1320.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r7_c2_distorted.ang,7,2,320.0,520.0,1120.0,1320.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r7_c3_clean.ang,7,3,480.0,680.0,1120.0,1320.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r7_c4_clean.ang,7,4,640.0,840.0,1120.0,1320.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r7_c4_distorted.ang,7,4,640.0,840.0,1120.0,1320.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r7_c5_clean.ang,7,5,800.0,1000.0,1120.0,1320.0,8097,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r8_c0_clean.ang,8,0,0.0,200.0,1280.0,1480.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r8_c1_clean.ang,8,1,160.0,360.0,1280.0,1480.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r8_c1_distorted.ang,8,1,160.0,360.0,1280.0,1480.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r8_c2_clean.ang,8,2,320.0,520.0,1280.0,1480.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r8_c3_clean.ang,8,3,480.0,680.0,1280.0,1480.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r8_c3_distorted.ang,8,3,480.0,680.0,1280.0,1480.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r8_c4_clean.ang,8,4,640.0,840.0,1280.0,1480.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r8_c5_clean.ang,8,5,800.0,1000.0,1280.0,1480.0,8098,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r8_c5_distorted.ang,8,5,800.0,1000.0,1280.0,1480.0,8098,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r9_c0_clean.ang,9,0,0.0,200.0,1440.0,1640.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r9_c0_distorted.ang,9,0,0.0,200.0,1440.0,1640.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r9_c1_clean.ang,9,1,160.0,360.0,1440.0,1640.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r9_c2_clean.ang,9,2,320.0,520.0,1440.0,1640.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r9_c2_distorted.ang,9,2,320.0,520.0,1440.0,1640.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r9_c3_clean.ang,9,3,480.0,680.0,1440.0,1640.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r9_c4_clean.ang,9,4,640.0,840.0,1440.0,1640.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r9_c4_distorted.ang,9,4,640.0,840.0,1440.0,1640.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r9_c5_clean.ang,9,5,800.0,1000.0,1440.0,1640.0,8097,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r10_c0_clean.ang,10,0,0.0,200.0,1600.0,1800.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r10_c1_clean.ang,10,1,160.0,360.0,1600.0,1800.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r10_c1_distorted.ang,10,1,160.0,360.0,1600.0,1800.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r10_c2_clean.ang,10,2,320.0,520.0,1600.0,1800.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r10_c3_clean.ang,10,3,480.0,680.0,1600.0,1800.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r10_c3_distorted.ang,10,3,480.0,680.0,1600.0,1800.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r10_c4_clean.ang,10,4,640.0,840.0,1600.0,1800.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r10_c5_clean.ang,10,5,800.0,1000.0,1600.0,1800.0,8098,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r10_c5_distorted.ang,10,5,800.0,1000.0,1600.0,1800.0,8098,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r11_c0_clean.ang,11,0,0.0,200.0,1760.0,1960.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r11_c0_distorted.ang,11,0,0.0,200.0,1760.0,1960.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r11_c1_clean.ang,11,1,160.0,360.0,1760.0,1960.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r11_c2_clean.ang,11,2,320.0,520.0,1760.0,1960.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r11_c2_distorted.ang,11,2,320.0,520.0,1760.0,1960.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r11_c3_clean.ang,11,3,480.0,680.0,1760.0,1960.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r11_c4_clean.ang,11,4,640.0,840.0,1760.0,1960.0,15800,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r11_c4_distorted.ang,11,4,640.0,840.0,1760.0,1960.0,15800,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r11_c5_clean.ang,11,5,800.0,1000.0,1760.0,1960.0,8098,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r12_c0_clean.ang,12,0,0.0,200.0,1920.0,2120.0,12000,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r12_c1_clean.ang,12,1,160.0,360.0,1920.0,2120.0,12000,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r12_c1_distorted.ang,12,1,160.0,360.0,1920.0,2120.0,12000,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r12_c2_clean.ang,12,2,320.0,520.0,1920.0,2120.0,12000,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r12_c3_clean.ang,12,3,480.0,680.0,1920.0,2120.0,12000,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r12_c3_distorted.ang,12,3,480.0,680.0,1920.0,2120.0,12000,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
tile_r12_c4_clean.ang,12,4,640.0,840.0,1920.0,2120.0,12000,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r12_c5_clean.ang,12,5,800.0,1000.0,1920.0,2120.0,6150,True,False,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
tile_r12_c5_distorted.ang,12,5,800.0,1000.0,1920.0,2120.0,6150,True,True,projective_trapezoid,0.92,1.08,4.0,-4.0,0.0,0.0,5.0,-3.0,1.5,0.02,0.0,1.0,1.0,True
